"Record_number","Study_midyear","YearsOfData","Latitude","Longitude","Site2","Study_number","Elevation","Biome","Ecosystem_state","Ecosystem_type","Leaf_habit","MAT","MAP","Meas_method","Partition_method","Stage","Rs_annual","Site.match","Manipulation","Mean.Temp.","Mean.Precip.","Latitude2","SOC_stock","Ecosystem_type2","Outlier","soil_temperature","nearest_distance_km","soil_temp_years_used","delta.Mean.Temp.","delta.Mean.Precip.","delta.Mean.soil_temperature"
4537,2008,1,40.03333333,-3.616666667,"40.03333333 -3.616666667",5969,590,"Mediterranean","Natural","Grassland","Deciduous",13.8,388,"IRGA","","Mature",241,"40.03333333_-3.616666667","None",5.60212121212121,NA,40.03333333,376,"Grassland",0,NA,NA,NA,0.525859558882285,NA,NA
4538,2009,1,40.03333333,-3.616666667,"40.03333333 -3.616666667",5969,590,"Mediterranean","Natural","Grassland","Deciduous",13.8,388,"IRGA","","Mature",322.6,"40.03333333_-3.616666667","None",5.60212121212121,NA,40.03333333,376,"Grassland",0,NA,NA,NA,0.525859558882285,NA,NA
4554,2006.5,2,33,35.23333333,"33 35.23333333",6112,500,"Mediterranean","Natural","Shrubland","Deciduous",18.1,780,"IRGA","","Mature",758,"33_35.23333333","None",5.51,NA,33,65.9,"Shrubland",0,19.7020253499349,3.69999962997452,2006,0.433738346761075,NA,7.57858185081286
4555,2006.5,2,31.7,35.05,"31.7 35.05",6112,500,"Mediterranean","Natural","Shrubland","Deciduous",17.7,540,"IRGA","","Mature",634,"31.7_35.05","None",5.03416666666667,394,31.7,40.2,"Shrubland",0,20.4865305582683,5.54999999997445,2006,-0.0420949865722546,-493.352882514571,8.36308705914626
4558,2006.5,2,31.38333333,34.9,"31.38333333 34.9",6112,500,"Mediterranean","Natural","Shrubland","Deciduous",18.4,300,"IRGA","","Mature",429,"31.38333333_34.9","None",11.09,160.583333333333,31.38333333,13.2,"Shrubland",0,22.2905670166016,1.85000037011271,2006,6.01373834676108,-726.769549181238,10.1671235174796
4561,2006.5,2,30.86666667,34.76666667,"30.86666667 34.76666667",6112,500,"Mediterranean","Natural","Shrubland","Deciduous",19.1,90,"IRGA","","Mature",177,"30.86666667_34.76666667","None",11.09,NA,30.86666667,9.3,"Shrubland",0,21.4788808186849,5.23258965761813,2006,6.01373834676108,NA,9.35543731956286
4563,2005,3,29.8,-102.83,"29.8 -102.83",6068,1527,"Temperate","Natural","Desert","Deciduous",18.7,356,"IRGA","","Mature",553,"29.8_-102.83","None",7.09083333333333,NA,29.8,11.1,"Desert",0,NA,NA,NA,2.01457168009441,NA,NA
4668,1997,1,14.58333333,98.86666667,"14.58333333 98.86666667",6010,150,"Tropical","Unmanaged","Mixed Forest","Mixed",25,1650,"IRGA","Exclusion","Mature",1908,"14.58333333_98.86666667","None",8.997,484.95,14.58333333,NA,"Mixed Forest",0,24.1056737263997,4.1367255928118,1997,3.92073834676108,-402.402882514571,11.9822302272777
4669,1998,1,14.58333333,98.86666667,"14.58333333 98.86666667",6010,150,"Tropical","Unmanaged","Mixed Forest","Mixed",25,1650,"IRGA","Exclusion","Mature",1715,"14.58333333_98.86666667","None",8.997,484.95,14.58333333,NA,"Mixed Forest",0,25.0767557779948,4.1367255928118,1998,3.92073834676108,-402.402882514571,12.9533122788728
4670,1997,1,14.58333333,98.86666667,"14.58333333 98.86666667",6010,250,"Tropical","Unmanaged","Mixed Forest","Mixed",25,1650,"IRGA","Exclusion","Mature",1629,"14.58333333_98.86666667","None",8.997,484.95,14.58333333,NA,"Mixed Forest",0,24.1056737263997,4.1367255928118,1997,3.92073834676108,-402.402882514571,11.9822302272777
4672,1997,1,14.58333333,98.86666667,"14.58333333 98.86666667",6010,350,"Tropical","Unmanaged","Mixed Forest","Mixed",25,1650,"IRGA","Exclusion","Mature",1199,"14.58333333_98.86666667","None",8.997,484.95,14.58333333,NA,"Mixed Forest",0,24.1056737263997,4.1367255928118,1997,3.92073834676108,-402.402882514571,11.9822302272777
4673,1998,1,14.58333333,98.86666667,"14.58333333 98.86666667",6010,350,"Tropical","Unmanaged","Mixed Forest","Mixed",25,1650,"IRGA","Exclusion","Mature",1421,"14.58333333_98.86666667","None",8.997,484.95,14.58333333,NA,"Mixed Forest",0,25.0767557779948,4.1367255928118,1998,3.92073834676108,-402.402882514571,12.9533122788728
4729,2006.5,2,31.25,-84.5,"31.25 -84.5",6220,NA,"Temperate","Managed","Evergreen Forest","Evergreen",32.4675,810.909090909091,"IRGA","","Aggrading",635,"31.25_-84.5","None",32.4675,810.909090909091,31.25,53.6,"Evergreen Forest",0,NA,NA,NA,27.3912383467611,-76.4437916054797,NA
4754,2009,1,47.55,8,"47.55 8",6246,313,"Temperate","Natural","Deciduous Forest","Deciduous",3.28090909090909,NA,"IRGA","","Mature",933,"47.55_8","None",3.28090909090909,NA,47.55,77.9,"Deciduous Forest",0,9.08986562093099,5.54999999986166,2009,-1.79535256232984,NA,-3.03357787819105
4757,2008.5,1,58.86666667,26.23333333,"58.86666667 26.23333333",6248,80,"Temperate","Natural","Wetland","Deciduous",2.52454545454545,796,"IRGA","","Mature",528,"58.86666667_26.23333333","None",2.52454545454545,796,58.86666667,199.8,"Wetland",0,7.18153533935549,5.23258965762371,2008,-2.55171619869348,-91.3528825145706,-4.94190815976655
4778,2007.5,1,41.31666667,1.816666667,"41.31666667 1.816666667",6248,210,"Temperate","Natural","Shrubland","Deciduous",4.74833333333333,NA,"IRGA","","Mature",390,"41.31666667_1.816666667","None",4.74833333333333,NA,41.31666667,67.5,"Shrubland",0,16.5817632039388,2.6162953780917,2008,-0.327928319905594,NA,4.45831970481676
4789,2004,3,38.95,-7.2,"38.95 -7.2",6263,NA,"Mediterranean","Natural","Grassland","Deciduous",5.23833333333333,273.416666666667,"IRGA","","Mature",870,"38.95_-7.2","None",5.23833333333333,273.416666666667,38.95,35.2,"Grassland",0,NA,NA,NA,0.162071680094405,-613.936215847904,NA
4852,2009,1,31.27,-84.48,"31.27 -84.48",6299,158,"Temperate","Natural","Savanna","Evergreen",5.55666666666667,1250.5,"IRGA","","Mature",675,"31.27_-84.48","None",5.55666666666667,1250.5,31.27,38,"Savanna",0,NA,NA,NA,0.480405013427745,363.147117485429,NA
4908,2004,2,37.1,-91.2,"37.1 -91.2",6381,NA,"Temperate","Unmanaged","Deciduous Forest","Deciduous",13.3,1120,"IRGA","","Mature",1193,"37.1_-91.2","None",4.56,NA,37.1,38.6,"Deciduous Forest",0,NA,NA,NA,-0.516261653238925,NA,NA
4909,2004,2,37.1,-91.2,"37.1 -91.2",6381,NA,"Temperate","Managed","Deciduous Forest","Deciduous",13.3,1120,"IRGA","","Mature",1309,"37.1_-91.2","None",4.56,NA,37.1,38.6,"Deciduous Forest",0,NA,NA,NA,-0.516261653238925,NA,NA
4910,2004,2,37.1,-91.2,"37.1 -91.2",6381,NA,"Temperate","Managed","Deciduous Forest","Deciduous",13.3,1120,"IRGA","","Mature",1097,"37.1_-91.2","None",4.56,NA,37.1,38.6,"Deciduous Forest",0,NA,NA,NA,-0.516261653238925,NA,NA
4943,2003.5,2,48.67,7.07,"48.67 7.07",6432,305,"Temperate","Unmanaged","Deciduous Forest","Deciduous",3.86909090909091,NA,"IRGA","","Mature",600,"48.67_7.07","None",3.86909090909091,NA,48.67,70.4,"Deciduous Forest",0,9.73415781656905,4.70933116280046,2004,-1.20717074414801,NA,-2.38928568255299
4944,2003.5,2,48.67,7.07,"48.67 7.07",6432,305,"Temperate","Unmanaged","Deciduous Forest","Deciduous",3.86909090909091,NA,"IRGA","","Mature",790,"48.67_7.07","None",3.86909090909091,NA,48.67,70.4,"Deciduous Forest",0,9.73415781656905,4.70933116280046,2004,-1.20717074414801,NA,-2.38928568255299
4945,2003.5,2,48.67,7.07,"48.67 7.07",6432,305,"Temperate","Unmanaged","Deciduous Forest","Deciduous",3.86909090909091,NA,"IRGA","","Mature",510,"48.67_7.07","None",3.86909090909091,NA,48.67,70.4,"Deciduous Forest",0,9.73415781656905,4.70933116280046,2004,-1.20717074414801,NA,-2.38928568255299
4946,2003.5,2,48.67,7.07,"48.67 7.07",6432,305,"Temperate","Unmanaged","Deciduous Forest","Deciduous",3.86909090909091,NA,"IRGA","","Mature",580,"48.67_7.07","None",3.86909090909091,NA,48.67,70.4,"Deciduous Forest",0,9.73415781656905,4.70933116280046,2004,-1.20717074414801,NA,-2.38928568255299
4947,2003.5,2,48.67,7.07,"48.67 7.07",6432,305,"Temperate","Unmanaged","Deciduous Forest","Deciduous",3.86909090909091,NA,"IRGA","","Mature",520,"48.67_7.07","None",3.86909090909091,NA,48.67,70.4,"Deciduous Forest",0,9.73415781656905,4.70933116280046,2004,-1.20717074414801,NA,-2.38928568255299
4948,2003.5,2,48.67,7.07,"48.67 7.07",6432,305,"Temperate","Unmanaged","Deciduous Forest","Deciduous",3.86909090909091,NA,"IRGA","","Mature",730,"48.67_7.07","None",3.86909090909091,NA,48.67,70.4,"Deciduous Forest",0,9.73415781656905,4.70933116280046,2004,-1.20717074414801,NA,-2.38928568255299
4949,2003.5,2,48.67,7.07,"48.67 7.07",6432,305,"Temperate","Unmanaged","Deciduous Forest","Deciduous",3.86909090909091,NA,"IRGA","","Mature",630,"48.67_7.07","None",3.86909090909091,NA,48.67,70.4,"Deciduous Forest",0,9.73415781656905,4.70933116280046,2004,-1.20717074414801,NA,-2.38928568255299
4982,2001,1,46.71666667,7.766666667,"46.71666667 7.766666667",6451,1510,"Temperate","Natural","Evergreen Forest","Evergreen",4.7,1454,"IRGA","","Mature",738,"46.71666667_7.766666667","None",3.73618181818182,1005.95,46.71666667,128.9,"Evergreen Forest",0,6.57564697265627,4.13672589068764,2001,-1.34007983505711,118.597117485429,-5.54779652646577
4983,2002,1,46.71666667,7.766666667,"46.71666667 7.766666667",6451,1510,"Temperate","Natural","Evergreen Forest","Evergreen",4.7,1454,"IRGA","","Mature",731,"46.71666667_7.766666667","None",3.73618181818182,1005.95,46.71666667,128.9,"Evergreen Forest",0,6.9025817871094,4.13672589068764,2002,-1.34007983505711,118.597117485429,-5.22086171201264
4984,2003,1,46.71666667,7.766666667,"46.71666667 7.766666667",6451,1510,"Temperate","Natural","Evergreen Forest","Evergreen",4.7,1454,"IRGA","","Mature",785,"46.71666667_7.766666667","None",3.73618181818182,1005.95,46.71666667,128.9,"Evergreen Forest",0,7.21140441894534,4.13672589068764,2003,-1.34007983505711,118.597117485429,-4.9120390801767
4985,2004,1,46.71666667,7.766666667,"46.71666667 7.766666667",6451,1510,"Temperate","Natural","Evergreen Forest","Evergreen",4.7,1454,"IRGA","","Mature",679,"46.71666667_7.766666667","None",3.73618181818182,1005.95,46.71666667,128.9,"Evergreen Forest",0,6.00434010823568,4.13672589068764,2004,-1.34007983505711,118.597117485429,-6.11910339088636
4986,2005,1,46.71666667,7.766666667,"46.71666667 7.766666667",6451,1510,"Temperate","Natural","Evergreen Forest","Evergreen",4.7,1454,"IRGA","","Mature",700,"46.71666667_7.766666667","None",3.73618181818182,1005.95,46.71666667,128.9,"Evergreen Forest",0,5.97549845377608,4.13672589068764,2005,-1.34007983505711,118.597117485429,-6.14794504534596
5028,2009,1,59.1,27.5,"59.1 27.5",6492,NA,"Boreal","Natural","Wetland","Deciduous",1.64545454545455,733.333333333333,"Gas Chromatography","","Mature",151,"59.1_27.5","None",1.64545454545455,733.333333333333,59.1,170.5,"Wetland",0,6.56789296468099,1.56737619027166e-10,2009,-3.43080710778438,-154.019549181238,-5.55555053444105
5138,2007,1,48.933,11.767,"48.933 11.767",6576,475,"Temperate","Natural","Deciduous Forest","Deciduous",7.9,699,"IRGA","","Mature",704,"48.933_11.767","None",3.47045454545455,594.833333333333,48.933,53.8,"Deciduous Forest",0,10.2677780151367,5.18026427887148,2007,-1.60580710778437,-292.519549181238,-1.85566548398534
5139,2008,1,48.933,11.767,"48.933 11.767",6576,475,"Temperate","Natural","Deciduous Forest","Deciduous",7.9,699,"IRGA","","Mature",615,"48.933_11.767","None",3.47045454545455,594.833333333333,48.933,53.8,"Deciduous Forest",0,9.69130096435549,5.18026427887148,2008,-1.60580710778437,-292.519549181238,-2.43214253476655
5140,2009,1,48.933,11.767,"48.933 11.767",6576,475,"Temperate","Natural","Deciduous Forest","Deciduous",7.9,699,"IRGA","","Mature",548,"48.933_11.767","None",3.47045454545455,594.833333333333,48.933,53.8,"Deciduous Forest",0,9.63413645426436,5.18026427887148,2009,-1.60580710778437,-292.519549181238,-2.48930704485768
5141,2010,1,48.933,11.767,"48.933 11.767",6576,475,"Temperate","Natural","Deciduous Forest","Deciduous",7.9,699,"IRGA","","Mature",560,"48.933_11.767","None",3.47045454545455,594.833333333333,48.933,53.8,"Deciduous Forest",0,8.92663981119796,5.18026427887148,2010,-1.60580710778437,-292.519549181238,-3.19680368792408
5239,2008.5,1,26.53333333,106.7666667,"26.53333333 106.7666667",6769,1200,"Subtropical","","Evergreen Forest","Evergreen",14.8,1118,"Gas Chromatography","","Mature",1175,"26.53333333_106.7666667","None",4.59636363636364,1142.41666666667,26.53333333,40.1,"Evergreen Forest",0,14.6934168497722,5.23258730264141,2008,-0.479898016875285,255.063784152099,2.56997335065016
5412,2006,3,56,32,"56 32",6941,NA,"Boreal","Natural","Wetland","Deciduous",6.1,752,"IRGA","","Mature",436,"56_32","None",2.15416666666667,577.5,56,177.1,"Wetland",0,7.47237040201827,1.5281300524855e-10,2006,-2.92209498657226,-309.852882514571,-4.65107309710377
5413,2006,3,56,32,"56 32",6941,NA,"Boreal","Natural","Wetland","Deciduous",6.1,752,"IRGA","","Mature",930,"56_32","None",2.15416666666667,577.5,56,177.1,"Wetland",0,7.47237040201827,1.5281300524855e-10,2006,-2.92209498657226,-309.852882514571,-4.65107309710377
5414,2006,3,56,32,"56 32",6941,NA,"Boreal","Managed","Evergreen Forest","Evergreen",6.1,752,"IRGA","","Mature",1292,"56_32","None",2.15416666666667,577.5,56,177.1,"Evergreen Forest",0,7.47237040201827,1.5281300524855e-10,2006,-2.92209498657226,-309.852882514571,-4.65107309710377
5510,2011,2,24.53,101.02,"24.53 101.02",8088,2480,"Subtropical","Natural","Evergreen Forest","Evergreen",11.3,1778,"IRGA","Exclusion","Mature",2062,"24.53_101.02","None",4.54114285714286,668.617647058824,24.53,75.8,"Evergreen Forest",0,15.5028244018555,4.00216191577036,2011,-0.535118796096065,-218.735235455747,3.37938090273346
5511,2011,1.5,30.9146,110.6576,"30.9146 110.6576",8117,950,"Subtropical","Natural","Evergreen Forest","Evergreen",18,1125,"IRGA","","Aggrading",734,"30.9146_110.6576","None",5.83090909090909,853.416666666667,30.9146,40.8,"Evergreen Forest",0,13.8397384643555,4.97760437535265,2011,0.754647437670165,-33.9362158479037,1.71629496523346
5512,2011,1.5,30.9146,110.6576,"30.9146 110.6576",8117,350,"Subtropical","Natural","Evergreen Forest","Evergreen",18,1125,"IRGA","","Mature",757,"30.9146_110.6576","None",5.83090909090909,853.416666666667,30.9146,40.8,"Evergreen Forest",0,13.8397384643555,4.97760437535265,2011,0.754647437670165,-33.9362158479037,1.71629496523346
5513,2011,1.5,30.9146,110.6576,"30.9146 110.6576",8117,990,"Subtropical","Natural","Evergreen Forest","Evergreen",18,1125,"IRGA","","Mature",829,"30.9146_110.6576","None",5.83090909090909,853.416666666667,30.9146,40.8,"Evergreen Forest",0,13.8397384643555,4.97760437535265,2011,0.754647437670165,-33.9362158479037,1.71629496523346
5543,2008.5,1,47.58055556,11.63916667,"47.58055556 11.63916667",8479,910,"Temperate","Natural","Mixed Forest","Mixed",6.9,1506,"IRGA","","Mature",797,"47.58055556_11.63916667","None",3.08232323232323,1156.5,47.58055556,115.1,"Mixed Forest",0,5.72938690185549,4.85377792198953,2008,-1.99393842091569,269.147117485429,-6.39405659726655
5544,2009.5,1,47.58055556,11.63916667,"47.58055556 11.63916667",8479,910,"Temperate","Natural","Mixed Forest","Mixed",6.9,1506,"IRGA","","Mature",811,"47.58055556_11.63916667","None",3.08232323232323,1156.5,47.58055556,115.1,"Mixed Forest",0,5.63904215494796,4.85377792198953,2010,-1.99393842091569,269.147117485429,-6.48440134417408
5545,2010.5,1,47.58055556,11.63916667,"47.58055556 11.63916667",8479,910,"Temperate","Natural","Mixed Forest","Mixed",6.9,1506,"IRGA","","Mature",791,"47.58055556_11.63916667","None",3.08232323232323,1156.5,47.58055556,115.1,"Mixed Forest",0,5.63904215494796,4.85377792198953,2010,-1.99393842091569,269.147117485429,-6.48440134417408
5546,2011.5,1,47.58055556,11.63916667,"47.58055556 11.63916667",8479,910,"Temperate","Natural","Mixed Forest","Mixed",6.9,1506,"IRGA","","Mature",806,"47.58055556_11.63916667","None",3.08232323232323,1156.5,47.58055556,115.1,"Mixed Forest",0,5.89484812418624,4.85377792198953,2012,-1.99393842091569,269.147117485429,-6.2285953749358
5547,2012.5,1,47.58055556,11.63916667,"47.58055556 11.63916667",8479,910,"Temperate","Natural","Mixed Forest","Mixed",6.9,1506,"IRGA","","Mature",814,"47.58055556_11.63916667","None",3.08232323232323,1156.5,47.58055556,115.1,"Mixed Forest",0,5.89484812418624,4.85377792198953,2012,-1.99393842091569,269.147117485429,-6.2285953749358
5561,2012,1,47.7269,15.6889,"47.7269 15.6889",8602,1470,"Temperate","Natural","Evergreen Forest","Evergreen",3.8,1424,"IRGA","","Mature",626,"47.7269_15.6889","None",3.89909090909091,990.833333333333,47.7269,122.5,"Evergreen Forest",0,7.54686635335287,3.23011907197912,2012,-1.17717074414802,103.480450818762,-4.57657714576917
5562,2012,1,47.7269,15.6889,"47.7269 15.6889",8602,1470,"Temperate","Managed","Evergreen Forest","Evergreen",3.8,1424,"IRGA","","Mature",696,"47.7269_15.6889","None",3.89909090909091,990.833333333333,47.7269,122.5,"Evergreen Forest",0,7.54686635335287,3.23011907197912,2012,-1.17717074414802,103.480450818762,-4.57657714576917
5563,2012,1,47.7269,15.6889,"47.7269 15.6889",8602,1470,"Temperate","Managed","Evergreen Forest","Evergreen",3.8,1424,"IRGA","","Mature",1130,"47.7269_15.6889","None",3.89909090909091,990.833333333333,47.7269,122.5,"Evergreen Forest",0,7.54686635335287,3.23011907197912,2012,-1.17717074414802,103.480450818762,-4.57657714576917
5564,2012,1,47.8219,13.6392,"47.8219 13.6392",8602,1000,"Temperate","Natural","Mixed Forest","Mixed",6.6,1964,"IRGA","","Mature",551,"47.8219_13.6392","None",2.07909090909091,1535,47.8219,138.5,"Mixed Forest",0,7.74771270751955,4.9841966503498,2012,-2.99717074414802,647.647117485429,-4.37573079160249
5565,2012,1,47.8219,13.6392,"47.8219 13.6392",8602,1000,"Temperate","Managed","Mixed Forest","Mixed",6.6,1964,"IRGA","","Mature",463,"47.8219_13.6392","None",2.07909090909091,1535,47.8219,138.5,"Mixed Forest",0,7.74771270751955,4.9841966503498,2012,-2.99717074414802,647.647117485429,-4.37573079160249
5566,2012,1,47.8219,13.6392,"47.8219 13.6392",8602,1000,"Temperate","Managed","Mixed Forest","Mixed",6.6,1964,"IRGA","","Mature",492,"47.8219_13.6392","None",2.07909090909091,1535,47.8219,138.5,"Mixed Forest",0,7.74771270751955,4.9841966503498,2012,-2.99717074414802,647.647117485429,-4.37573079160249
5567,2010.5,1,29.5,103.6,"29.5 103.6",6548,NA,"Temperate","Managed","Evergreen Forest","Evergreen",15,1489.8,"IRGA","Exclusion","Mature",427,"29.5_103.6","None",1.57181818181818,NA,29.5,35,"Evergreen Forest",0,17.0220174153646,2.09261945451435e-10,2010,-3.50444347142075,NA,4.89857391624257
5606,2002.5,1,47.47,7.5,"47.47 7.5",6975,2180,"Temperate","Managed","Deciduous Forest","Deciduous",4.14090909090909,1150,"IRGA","","Mature",851,"47.47_7.5","None",4.14090909090909,705.979166666667,47.47,70.9,"Deciduous Forest",0,9.4006286621094,3.33000000013815,2002,-0.935352562329835,-181.373715847904,-2.72281483701264
5607,2003.5,1,47.47,7.5,"47.47 7.5",6975,2180,"Temperate","Managed","Deciduous Forest","Deciduous",4.14090909090909,1150,"IRGA","","Mature",927,"47.47_7.5","None",4.14090909090909,705.979166666667,47.47,70.9,"Deciduous Forest",0,8.69932708740237,3.33000000013815,2004,-0.935352562329835,-181.373715847904,-3.42411641171967
5608,2004.5,1,47.47,7.5,"47.47 7.5",6975,2180,"Temperate","Managed","Deciduous Forest","Deciduous",4.14090909090909,1150,"IRGA","","Mature",851,"47.47_7.5","None",4.14090909090909,705.979166666667,47.47,70.9,"Deciduous Forest",0,8.69932708740237,3.33000000013815,2004,-0.935352562329835,-181.373715847904,-3.42411641171967
5609,2005.5,1,47.47,7.5,"47.47 7.5",6975,2180,"Temperate","Managed","Deciduous Forest","Deciduous",4.14090909090909,1150,"IRGA","","Mature",965,"47.47_7.5","None",4.14090909090909,705.979166666667,47.47,70.9,"Deciduous Forest",0,9.25215555826827,3.33000000013815,2006,-0.935352562329835,-181.373715847904,-2.87128794085377
5610,2006.5,1,47.47,7.5,"47.47 7.5",6975,2180,"Temperate","Managed","Deciduous Forest","Deciduous",4.14090909090909,1150,"IRGA","","Mature",984,"47.47_7.5","None",4.14090909090909,705.979166666667,47.47,70.9,"Deciduous Forest",0,9.25215555826827,3.33000000013815,2006,-0.935352562329835,-181.373715847904,-2.87128794085377
5611,2007.5,1,47.47,7.5,"47.47 7.5",6975,2180,"Temperate","Managed","Deciduous Forest","Deciduous",4.14090909090909,1150,"IRGA","","Mature",795,"47.47_7.5","None",4.14090909090909,705.979166666667,47.47,70.9,"Deciduous Forest",0,8.81027882893881,3.33000000013815,2008,-0.935352562329835,-181.373715847904,-3.31316467018323
5612,2008.5,1,47.47,7.5,"47.47 7.5",6975,2180,"Temperate","Managed","Deciduous Forest","Deciduous",4.14090909090909,1150,"IRGA","","Mature",870,"47.47_7.5","None",4.14090909090909,705.979166666667,47.47,70.9,"Deciduous Forest",0,8.81027882893881,3.33000000013815,2008,-0.935352562329835,-181.373715847904,-3.31316467018323
5613,2009.5,1,47.47,7.5,"47.47 7.5",6975,2180,"Temperate","Managed","Deciduous Forest","Deciduous",4.14090909090909,1150,"IRGA","","Mature",1041,"47.47_7.5","None",4.14090909090909,705.979166666667,47.47,70.9,"Deciduous Forest",0,8.76404215494796,3.33000000013815,2010,-0.935352562329835,-181.373715847904,-3.35940134417408
5632,2011.5,1.25,24.53,101.02,"24.53 101.02",7491,2476,"Subtropical","Natural","Evergreen Forest","Evergreen",11.3,1840,"IRGA","Exclusion","Mature",1248,"24.53_101.02","None",4.54114285714286,668.617647058824,24.53,75.8,"Evergreen Forest",0,16.3552973429362,4.00216191577036,2012,-0.535118796096065,-218.735235455747,4.23185384381416
5653,2011.5,1,40.373,115.944,"40.373 115.944",7047,535,"Temperate","Managed","Evergreen Forest","Evergreen",10.8,454,"IRGA","","Aggrading",838,"40.373_115.944","None",3.28181818181818,NA,40.373,17.6,"Evergreen Forest",0,9.68602650960287,5.73022381790363,2012,-1.79444347142075,NA,-2.43741698951917
5751,2011.5,1,58.27377778,33.23186111,"58.27377778 33.23186111",7187,NA,"Boreal","Unmanaged","Grassland","Deciduous",1.53666666666667,NA,"IRGA","","Aggrading",877,"58.27377778_33.23186111","None",1.53666666666667,NA,58.27377778,133.9,"Grassland",0,6.84764760335287,4.58032747852261,2012,-3.53959498657226,NA,-5.27579589576917
5752,2011.5,1,58.078,33.32555556,"58.078 33.32555556",7187,NA,"Boreal","Unmanaged","Grassland","Deciduous",1.53666666666667,NA,"IRGA","","Aggrading",677,"58.078_33.32555556","None",1.53666666666667,NA,58.078,153.8,"Grassland",0,6.74169057210287,3.74299940919677,2012,-3.53959498657226,NA,-5.38175292701917
5753,2011.5,1,58.078,33.32069444,"58.078 33.32069444",7187,NA,"Boreal","Natural","Shrubland","Evergreen",1.53666666666667,NA,"IRGA","","Mature",444,"58.078_33.32069444","None",1.53666666666667,NA,58.078,157.6,"Shrubland",0,6.74169057210287,3.35260399905378,2012,-3.53959498657226,NA,-5.38175292701917
5754,2011.5,1,58.10905556,33.38697222,"58.10905556 33.38697222",7187,NA,"Boreal","Natural","Evergreen Forest","Evergreen",1.53666666666667,NA,"IRGA","","Mature",622,"58.10905556_33.38697222","None",1.53666666666667,NA,58.10905556,194.8,"Evergreen Forest",0,6.69790802001955,1.76111292643147,2012,-3.53959498657226,NA,-5.42553547910249
5806,2004.5,3,39.15,-78.1,"39.15 -78.1",7577,NA,"Temperate","Unmanaged","Shrubland","Deciduous",11.8,940,"IRGA","","Aggrading",1068,"39.15_-78.1","None",3.77638888888889,NA,39.15,147.7,"Shrubland",0,NA,NA,NA,-1.29987276435004,NA,NA
5807,2005.5,1,39.15,-78.1,"39.15 -78.1",7577,NA,"Temperate","Unmanaged","Shrubland","Deciduous",11.8,940,"IRGA","","Aggrading",1117,"39.15_-78.1","None",3.77638888888889,NA,39.15,147.7,"Shrubland",0,NA,NA,NA,-1.29987276435004,NA,NA
5808,2004.5,3,39.15,-78.1,"39.15 -78.1",7577,NA,"Temperate","Unmanaged","Shrubland","Deciduous",11.8,940,"IRGA","","Aggrading",1120,"39.15_-78.1","None",3.77638888888889,NA,39.15,147.7,"Shrubland",0,NA,NA,NA,-1.29987276435004,NA,NA
5809,2005.5,1,39.15,-78.1,"39.15 -78.1",7577,NA,"Temperate","Unmanaged","Shrubland","Deciduous",11.8,940,"IRGA","","Aggrading",1073,"39.15_-78.1","None",3.77638888888889,NA,39.15,147.7,"Shrubland",0,NA,NA,NA,-1.29987276435004,NA,NA
5810,2004.5,3,39.15,-78.1,"39.15 -78.1",7577,NA,"Temperate","Natural","Deciduous Forest","Deciduous",11.8,940,"IRGA","","Mature",1083,"39.15_-78.1","None",3.77638888888889,NA,39.15,147.7,"Deciduous Forest",0,NA,NA,NA,-1.29987276435004,NA,NA
5811,2004.5,3,39.15,-78.1,"39.15 -78.1",7577,NA,"Temperate","Natural","Deciduous Forest","Deciduous",11.8,940,"IRGA","","Mature",1092,"39.15_-78.1","None",3.77638888888889,NA,39.15,147.7,"Deciduous Forest",0,NA,NA,NA,-1.29987276435004,NA,NA
5822,2010.5,1,18.67,99.78,"18.67 99.78",7596,325,"Tropical","Unmanaged","Deciduous Forest","Deciduous",25.3,1382.6,"IRGA","","Mature",326.8,"18.67_99.78","None",9.2025,822,18.67,32.1,"Deciduous Forest",0,24.5368286132813,4.00216191575592,2010,4.12623834676108,-65.3528825145706,12.4133851141593
5823,2010.5,1,18.67,99.78,"18.67 99.78",7596,325,"Tropical","Natural","Deciduous Forest","Deciduous",25.3,1382.6,"IRGA","","Mature",313.2,"18.67_99.78","None",9.2025,822,18.67,32.1,"Deciduous Forest",0,24.5368286132813,4.00216191575592,2010,4.12623834676108,-65.3528825145706,12.4133851141593
5890,2013,1,36.85944444,128.2147222,"36.85944444 128.2147222",8571,900,"Temperate","Natural","Deciduous Forest","Deciduous",10.2,1387.8,"IRGA","","Mature",731,"36.85944444_128.2147222","None",3.71272727272727,NA,36.85944444,89.7,"Deciduous Forest",0,10.3608286539714,4.78910219708975,2013,-1.36353438051165,NA,-1.76261484515064
5891,2006,4,42.66093611,-80.55951944,"42.66093611 -80.55951944",8606,NA,"Temperate","Natural","Evergreen Forest","Evergreen",8,1036,"IRGA","Exclusion","Aggrading",584,"42.66093611_-80.55951944","None",3.17,NA,42.66093611,56.6,"Evergreen Forest",0,NA,NA,NA,-1.90626165323893,NA,NA
5892,2006,4,42.77441944,-80.458775,"42.77441944 -80.458775",8606,NA,"Temperate","Natural","Evergreen Forest","Evergreen",8,1036,"IRGA","Exclusion","Aggrading",523,"42.77441944_-80.458775","None",3.17,NA,42.77441944,107.5,"Evergreen Forest",0,NA,NA,NA,-1.90626165323893,NA,NA
