"Record_number","Study_midyear","YearsOfData","Latitude","Longitude","Site2","Study_number","Elevation","Biome","Ecosystem_state","Ecosystem_type","Leaf_habit","MAT","MAP","Meas_method","Partition_method","Stage","Rs_annual","Site.match","Manipulation","Mean.Temp.","Mean.Precip.","Latitude2","SOC_stock","Ecosystem_type2","Outlier","soil_temperature","nearest_distance_km","soil_temp_years_used","delta.Mean.Temp.","delta.Mean.Precip.","delta.Mean.soil_temperature"
5893,2006,4,42.70681111,-80.34831389,"42.70681111 -80.34831389",8606,NA,"Temperate","Natural","Evergreen Forest","Evergreen",8,1036,"IRGA","Exclusion","Mature",540,"42.70681111_-80.34831389","None",3.17,NA,42.70681111,79.1,"Evergreen Forest",0,NA,NA,NA,-1.90626165323893,NA,NA
5894,2006,4,42.70977778,-80.3574,"42.70977778 -80.3574",8606,NA,"Temperate","Natural","Evergreen Forest","Evergreen",8,1036,"IRGA","Exclusion","Mature",542,"42.70977778_-80.3574","None",3.17,NA,42.70977778,90.4,"Evergreen Forest",0,NA,NA,NA,-1.90626165323893,NA,NA
5932,2011.5,1,29.67,113.83,"29.67 113.83",9177,161,"Subtropical","Unmanaged","Evergreen Forest","Evergreen",16.9,1430,"IRGA","Exclusion","Mature",897,"29.67_113.83","None",11.09,NA,29.67,40.9,"Evergreen Forest",0,17.2617101033529,4.70933116295188,2012,6.01373834676108,NA,5.13826660423086
5957,2010,1,30.73,103.45,"30.73 103.45",9501,NA,"Subtropical","Natural","Evergreen Forest","Evergreen",15.2,1243,"IRGA","Exclusion","Mature",1083.47,"30.73_103.45","None",15.062,NA,30.73,50.9,"Evergreen Forest",0,14.891971842448,6.47235660306782,2010,9.98573834676107,NA,2.76852834332596
5980,1993.5,2.5,39.95166667,115.4275,"39.95166667 115.4275",9094,1350,"Tropical","Managed","Deciduous Forest","Deciduous",4.8,611.9,"IRGA","","Aggrading",309,"39.95166667_115.4275","None",3.66181818181818,NA,39.95166667,56.4,"Deciduous Forest",0,7.95926564534506,6.17259890830397,1994,-1.41444347142075,NA,-4.16417785377698
5981,1993.5,2.5,39.95722222,115.4247222,"39.95722222 115.4247222",9094,1150,"Tropical","Managed","Deciduous Forest","Deciduous",4.8,611.9,"IRGA","","Aggrading",390,"39.95722222_115.4247222","None",3.66181818181818,NA,39.95722222,61.7,"Deciduous Forest",0,7.95926564534506,5.48426010926823,1994,-1.41444347142075,NA,-4.16417785377698
5982,1993.5,2.5,39.95944444,115.5277778,"39.95944444 115.5277778",9094,1050,"Tropical","Managed","Evergreen Forest","Evergreen",4.8,611.9,"IRGA","","Aggrading",237,"39.95944444_115.5277778","None",3.66181818181818,NA,39.95944444,38.6,"Evergreen Forest",0,7.94722137451174,5.45636938611057,1994,-1.41444347142075,NA,-4.1762221246103
5983,2014,3,39.95166667,115.4275,"39.95166667 115.4275",9094,1350,"Tropical","Managed","Deciduous Forest","Deciduous",4.8,611.9,"IRGA","","Aggrading",574,"39.95166667_115.4275","None",3.66181818181818,NA,39.95166667,56.4,"Deciduous Forest",0,8.20655975341799,6.17259890830397,2014,-1.41444347142075,NA,-3.91688374570405
5984,2014,3,39.95722222,115.4247222,"39.95722222 115.4247222",9094,1150,"Tropical","Managed","Deciduous Forest","Deciduous",4.8,611.9,"IRGA","","Aggrading",455,"39.95722222_115.4247222","None",3.66181818181818,NA,39.95722222,61.7,"Deciduous Forest",0,8.20655975341799,5.48426010926823,2014,-1.41444347142075,NA,-3.91688374570405
5985,2014,3,39.95944444,115.5277778,"39.95944444 115.5277778",9094,1050,"Tropical","Managed","Evergreen Forest","Evergreen",4.8,611.9,"IRGA","","Aggrading",414,"39.95944444_115.5277778","None",3.66181818181818,NA,39.95944444,38.6,"Evergreen Forest",0,8.12257537841799,5.45636938611057,2014,-1.41444347142075,NA,-4.00086812070405
6003,2013,1.5,35.876,-86.433,"35.876 -86.433",9835,NA,"Temperate","Natural","Mixed Forest","Mixed",11.9783333333333,1299,"IRGA","","Mature",1022,"35.876_-86.433","None",11.9783333333333,1299,35.876,45.7,"Mixed Forest",0,NA,NA,NA,6.90207168009438,411.647117485429,NA
6018,2005.5,1,39.77,-86.18,"39.77 -86.18",9989,NA,"Temperate","Unmanaged","Mixed","Deciduous",11.3,1095,"Gas Chromatography","","Aggrading",750,"39.77_-86.18","None",4.52083333333333,896.363636363636,39.77,416,"Mixed",0,NA,NA,NA,-0.555428319905595,9.0107538490654,NA
6019,2005.5,1,39.77,-86.18,"39.77 -86.18",9989,NA,"Temperate","Unmanaged","Mixed","Deciduous",11.3,1095,"Gas Chromatography","","Aggrading",780,"39.77_-86.18","None",4.52083333333333,896.363636363636,39.77,416,"Mixed",0,NA,NA,NA,-0.555428319905595,9.0107538490654,NA
6021,2007,1,39.28,-86.73,"39.28 -86.73",9989,NA,"Temperate","Natural","Mixed","Deciduous",11.3,1095,"Gas Chromatography","","Mature",610,"39.28_-86.73","None",6.046,NA,39.28,39.5,"Mixed",0,NA,NA,NA,0.969738346761075,NA,NA
6023,2007,1,39.28,-86.73,"39.28 -86.73",9989,NA,"Temperate","Natural","Mixed","Deciduous",11.3,1095,"Gas Chromatography","","Mature",970,"39.28_-86.73","None",6.046,NA,39.28,39.5,"Mixed",0,NA,NA,NA,0.969738346761075,NA,NA
6048,2005.5,1.5,25.02,31.496,"-25.02 31.496",10106,370,"Temperate","Natural","Savanna","Deciduous",8.13,550,"IRGA","Model","Mature",660,"-25.02_31.496","None",8.13,NA,-25.02,142,"Savanna",0,24.2829172770183,2.26396466393851,2006,3.05373834676108,NA,12.1594737778963
6049,2005.5,1.5,25.02,31.496,"-25.02 31.496",10106,370,"Temperate","Natural","Savanna","Deciduous",8.13,550,"IRGA","Model","Mature",352,"-25.02_31.496","None",8.13,NA,-25.02,142,"Savanna",0,24.2829172770183,2.26396466393851,2006,3.05373834676108,NA,12.1594737778963
6091,2011,3,36.09699444,-94.17906944,"36.09699444 -94.17906944",10383,395,"Temperate","Unmanaged","Grassland","Deciduous",13.9,1230,"IRGA","","Mature",1917,"36.09699444_-94.17906944","None",5.68454545454545,NA,36.09699444,376,"Grassland",0,NA,NA,NA,0.608283801306525,NA,NA
6114,2001,1,25.01973,31.4969,"-25.01973 31.4969",10443,365,"Subtropical","Natural","Shrubland","Deciduous",5.32,547,"IRGA","","Mature",1290,"-25.01973_31.4969","None",5.32,678,-25.01973,142,"Shrubland",0,24.0424438476563,2.21689788002606,2001,0.243738346761075,-209.352882514571,11.9190003485343
6115,2001,1,25.01973,31.4969,"-25.01973 31.4969",10443,365,"Subtropical","Natural","Shrubland","Deciduous",5.32,547,"IRGA","","Mature",1156,"-25.01973_31.4969","None",5.32,678,-25.01973,142,"Shrubland",0,24.0424438476563,2.21689788002606,2001,0.243738346761075,-209.352882514571,11.9190003485343
6116,2010.5,3,31.62,103.9,"31.62 103.9",7300,NA,"Temperate","Managed","Evergreen Forest","Evergreen",8.9,900,"IRGA","","Mature",450,"31.62_103.9","None",5.96818181818182,NA,31.62,106.7,"Evergreen Forest",0,7.20056559244796,2.21999999988717,2010,0.891920164942895,NA,-4.92287790667408
6365,2010.5,1,29.7,103.2333333,"29.7 103.2333333",7527,600,"Subtropical","Managed","Deciduous Forest","Deciduous",1.57181818181818,1490,"IRGA","Exclusion","Aggrading",427.63,"29.7_103.2333333","None",1.57181818181818,1137.16666666667,29.7,42,"Deciduous Forest",0,14.2692504882813,3.69999630017615,2010,-3.50444347142075,249.813784152099,2.14580698915926
6460,2009,1,22.16666667,106.8333333,"22.16666667 106.8333333",7573,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",21,1400,"Gas Chromatography","","Aggrading",377,"22.16666667_106.8333333","None",11.09,NA,22.16666667,33.5,"Evergreen Forest",0,22.4323135375977,5.23258730306694,2009,6.01373834676108,NA,10.3088700384757
6461,2009,1,22.16666667,106.8333333,"22.16666667 106.8333333",7573,NA,"Subtropical","Managed","Mixed Forest","Mixed",21,1400,"Gas Chromatography","","Aggrading",456,"22.16666667_106.8333333","None",11.09,NA,22.16666667,33.5,"Mixed Forest",0,22.4323135375977,5.23258730306694,2009,6.01373834676108,NA,10.3088700384757
6462,2009,1,22.16666667,106.8333333,"22.16666667 106.8333333",7573,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",21,1400,"Gas Chromatography","","Aggrading",622,"22.16666667_106.8333333","None",11.09,NA,22.16666667,33.5,"Evergreen Forest",0,22.4323135375977,5.23258730306694,2009,6.01373834676108,NA,10.3088700384757
6504,2011,1.5,42.588,-3.667,"42.588 -3.667",6860,NA,"Mediterranean","Unmanaged","Deciduous Forest","Deciduous",4.19272727272727,420,"IRGA","","Mature",846,"42.588_-3.667","None",4.19272727272727,420,42.588,38,"Deciduous Forest",0,NA,NA,NA,-0.883534380511655,-467.352882514571,NA
6734,2011.5,3,29.775,106.342,"29.775 106.342",10006,864.5,"Subtropical","Unmanaged","Mixed Forest","Mixed",5.75666666666667,NA,"IRGA","Exclusion","Mature",1029,"29.775_106.342","None",5.75666666666667,NA,29.775,46.4,"Mixed Forest",0,17.9658116658529,5.425391138198,2012,0.680405013427746,NA,5.84236816673086
6735,2011.5,3,29.775,106.342,"29.775 106.342",10006,855.2,"Subtropical","Unmanaged","Evergreen Forest","Evergreen",5.75666666666667,NA,"IRGA","Exclusion","Mature",1491,"29.775_106.342","None",5.75666666666667,NA,29.775,46.4,"Evergreen Forest",0,17.9658116658529,5.425391138198,2012,0.680405013427746,NA,5.84236816673086
6811,2014.5,1,22.08,106.8,"22.08 106.8",10467,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",22.3,1300,"IRGA","Exclusion","Mature",1816,"22.08_106.8","None",7.08416666666667,1241.66666666667,22.08,34.3,"Evergreen Forest",0,21.4938318888347,2.22000000009815,2014,2.00790501342775,354.313784152099,9.37038838971266
6886,2014.5,3,47.789,13.639,"47.789 13.639",10507,1000,"Temperate","Managed","Mixed Forest","Mixed",6.6,1964,"IRGA","Extraction","Mature",565,"47.789_13.639","None",1.58818181818182,1597.5,47.789,127.6,"Mixed Forest",0,8.21860402425131,4.4978975088777,2014,-3.48807983505711,710.147117485429,-3.90483947487073
6924,2008.5,1,26.97,107.12,"26.97 107.12",11758,1250,"Subtropical","Unmanaged","Mixed Forest","Mixed",12.8,1258,"IRGA","","Mature",844.29,"26.97_107.12","None",4.59636363636364,NA,26.97,38.2,"Mixed Forest",0,15.2022059122722,4.00216191596482,2008,-0.479898016875285,NA,3.07876241315016
6925,2008.5,1,27.05,106.98,"27.05 106.98",11758,1250,"Subtropical","Unmanaged","Mixed Forest","Mixed",12.8,1258,"IRGA","","Mature",779.95,"27.05_106.98","None",4.59636363636364,NA,27.05,46.7,"Mixed Forest",0,14.8529220581055,5.97753293574668,2008,-0.479898016875285,NA,2.72947855898346
6926,2008.5,1,26.88,106.85,"26.88 106.85",11758,1225,"Subtropical","Unmanaged","Evergreen Forest","Evergreen",12.8,1258,"IRGA","","Mature",949.87,"26.88_106.85","None",4.59636363636364,NA,26.88,50.1,"Evergreen Forest",0,14.5223556518555,5.9775329357737,2008,-0.479898016875285,NA,2.39891215273346
6927,2004.5,1,24.53,101.02,"24.53 101.02",11761,2476,"","Natural","Evergreen Forest","Evergreen",11.3,1931,"IRGA","","Mature",1018.35,"24.53_101.02","None",4.54114285714286,668.617647058824,24.53,75.8,"Evergreen Forest",0,15.3204208374024,4.00216191577036,2004,-0.535118796096065,-218.735235455747,3.19697733828036
6945,1997.5,1,30.52,120.17,"30.52 120.17",11769,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",16.7,1410,"IRGA","","Aggrading",429.56,"30.52_120.17","None",6.19,NA,30.52,38,"Evergreen Forest",0,17.9244120279948,4.00216191546717,1998,1.11373834676108,NA,5.80096852887277
6946,1997.5,1,30.52,120.17,"30.52 120.17",11769,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",16.7,1410,"IRGA","","Aggrading",635.74,"30.52_120.17","None",6.19,NA,30.52,38,"Evergreen Forest",0,17.9244120279948,4.00216191546717,1998,1.11373834676108,NA,5.80096852887277
6969,2009.5,2,31.35,110.52,"31.35 110.52",11781,780,"Subtropical","Natural","Evergreen Forest","Evergreen",3.938,850,"IRGA","Exclusion","Mature",615.71,"31.35_110.52","None",3.938,NA,31.35,49.8,"Evergreen Forest",0,12.4338012695313,5.97753293589746,2010,-1.13826165323892,NA,0.310357770409263
6970,2009.5,2,31.32,110.48,"31.32 110.48",11781,1670,"Subtropical","Natural","Mixed Forest","Mixed",4.6647619047619,1200,"IRGA","Exclusion","Mature",677.28,"31.32_110.48","None",4.6647619047619,NA,31.32,47.4,"Mixed Forest",0,12.4338012695313,3.13955410823118,2010,-0.411499748477025,NA,0.310357770409263
6971,2009.5,2,31.3,110.52,"31.3 110.52",11781,1970,"Subtropical","Natural","Deciduous Forest","Deciduous",3.938,1050,"IRGA","Exclusion","Mature",657.72,"31.3_110.52","None",3.938,NA,31.3,70.2,"Deciduous Forest",0,12.4338012695313,2.22000000022197,2010,-1.13826165323892,NA,0.310357770409263
6972,2009.5,2,31.47,110.3,"31.47 110.3",11781,2570,"Subtropical","Natural","Evergreen Forest","Evergreen",4.6647619047619,1100,"IRGA","Exclusion","Mature",512.78,"31.47_110.3","None",4.6647619047619,NA,31.47,73.9,"Evergreen Forest",0,10.296268717448,3.33000000011291,2010,-0.411499748477025,NA,-1.82717478167404
7000,2008,1,29.97,102.98,"29.97 102.98",11802,580,"Subtropical","Managed","Deciduous Forest","Deciduous",16.1,1772.2,"IRGA","","Aggrading",352.41,"29.97_102.98","None",5.62636363636364,1222.41666666667,29.97,43.4,"Deciduous Forest",0,14.4795496622722,4.00216191575964,2008,0.550101983124715,335.063784152099,2.35610616315016
7001,2008,1,29.97,102.98,"29.97 102.98",11802,580,"Subtropical","Managed","Deciduous Forest","Deciduous",16.1,1772.2,"IRGA","","Aggrading",400.77,"29.97_102.98","None",5.62636363636364,1222.41666666667,29.97,43.4,"Deciduous Forest",0,14.4795496622722,4.00216191575964,2008,0.550101983124715,335.063784152099,2.35610616315016
7002,2008,1,29.97,102.98,"29.97 102.98",11802,580,"Subtropical","Managed","Deciduous Forest","Deciduous",16.1,1772.2,"IRGA","","Aggrading",510.27,"29.97_102.98","None",5.62636363636364,1222.41666666667,29.97,43.4,"Deciduous Forest",0,14.4795496622722,4.00216191575964,2008,0.550101983124715,335.063784152099,2.35610616315016
7015,2006,1,37.73,112.42,"37.73 112.42",11805,1443,"Temperate","Natural","Evergreen Forest","Evergreen",10,478,"IRGA","","Mature",1422.62,"37.73_112.42","None",3.88121212121212,375.857142857143,37.73,24.2,"Evergreen Forest",0,12.2241607666016,4.00216191579289,2006,-1.1950495320268,-511.495739657428,0.100717267479563
7016,2007,1,37.73,112.42,"37.73 112.42",11805,1443,"Temperate","Natural","Evergreen Forest","Evergreen",10,478,"IRGA","","Mature",1080.36,"37.73_112.42","None",3.88121212121212,375.857142857143,37.73,24.2,"Evergreen Forest",0,11.7821009318034,4.00216191579289,2007,-1.1950495320268,-511.495739657428,-0.341342567318636
7017,2008,1,37.73,112.42,"37.73 112.42",11805,1443,"Temperate","Natural","Evergreen Forest","Evergreen",10,478,"IRGA","","Mature",983.3,"37.73_112.42","None",3.88121212121212,375.857142857143,37.73,24.2,"Evergreen Forest",0,11.2336186726888,4.00216191579289,2008,-1.1950495320268,-511.495739657428,-0.889824826433236
7018,2006,1,37.73,112.42,"37.73 112.42",11805,1443,"Temperate","Natural","Grassland","Deciduous",10,478,"IRGA","","Mature",1467.53,"37.73_112.42","None",3.88121212121212,375.857142857143,37.73,24.2,"Grassland",0,12.2241607666016,4.00216191579289,2006,-1.1950495320268,-511.495739657428,0.100717267479563
7019,2007,1,37.73,112.42,"37.73 112.42",11805,1443,"Temperate","Natural","Grassland","Deciduous",10,478,"IRGA","","Mature",1040.93,"37.73_112.42","None",3.88121212121212,375.857142857143,37.73,24.2,"Grassland",0,11.7821009318034,4.00216191579289,2007,-1.1950495320268,-511.495739657428,-0.341342567318636
7020,2008,1,37.73,112.42,"37.73 112.42",11805,1443,"Temperate","Natural","Grassland","Deciduous",10,478,"IRGA","","Mature",1218.25,"37.73_112.42","None",3.88121212121212,375.857142857143,37.73,24.2,"Grassland",0,11.2336186726888,4.00216191579289,2008,-1.1950495320268,-511.495739657428,-0.889824826433236
7021,2006,1,37.73,112.42,"37.73 112.42",11805,1442,"Temperate","Natural","Shrubland","Evergreen",10,478,"IRGA","","Mature",1694.97,"37.73_112.42","None",3.88121212121212,375.857142857143,37.73,24.2,"Shrubland",1,12.2241607666016,4.00216191579289,2006,-1.1950495320268,-511.495739657428,0.100717267479563
7022,2007,1,37.73,112.42,"37.73 112.42",11805,1442,"Temperate","Natural","Shrubland","Evergreen",10,478,"IRGA","","Mature",1269.95,"37.73_112.42","None",3.88121212121212,375.857142857143,37.73,24.2,"Shrubland",0,11.7821009318034,4.00216191579289,2007,-1.1950495320268,-511.495739657428,-0.341342567318636
7023,2008,1,37.73,112.42,"37.73 112.42",11805,1442,"Temperate","Natural","Shrubland","Evergreen",10,478,"IRGA","","Mature",1305.05,"37.73_112.42","None",3.88121212121212,375.857142857143,37.73,24.2,"Shrubland",0,11.2336186726888,4.00216191579289,2008,-1.1950495320268,-511.495739657428,-0.889824826433236
7126,2009.5,1,40,-3.5,"40 -3.5",11859,590,"Mediterranean","","Grassland","Deciduous",15,349,"IRGA","","Mature",250,"40_-3.5","None",5.58090909090909,NA,40,23.5,"Grassland",0,NA,NA,NA,0.504647437670165,NA,NA
7130,2010.5,1,40,-3.5,"40 -3.5",11859,590,"Mediterranean","","Grassland","Deciduous",15,349,"IRGA","","Mature",351,"40_-3.5","None",5.58090909090909,NA,40,23.5,"Grassland",0,NA,NA,NA,0.504647437670165,NA,NA
7186,2010,1,29.7,103.23,"29.7 103.23",11903,600,"Subtropical","Managed","Evergreen Forest","Evergreen",1.57181818181818,1137.16666666667,"IRGA","Exclusion","Aggrading",428,"29.7_103.23","None",1.57181818181818,1137.16666666667,29.7,44.3,"Evergreen Forest",0,14.2692504882813,3.3300000001768,2010,-3.50444347142075,249.813784152099,2.14580698915926
7196,2010,5,31.62,103.92,"31.62 103.92",11913,NA,"Boreal","Managed","Evergreen Forest","Evergreen",8.9,900,"IRGA","","Aggrading",434.35,"31.62_103.92","None",5.96818181818182,NA,31.62,117.1,"Evergreen Forest",0,7.20056559244796,3.13955410851644,2010,0.891920164942895,NA,-4.92287790667408
7436,2011.5,1,47.8417,14.4417,"47.8417 14.4417",9562,950,"Temperate","Natural","Evergreen Forest","Evergreen",7.8,1645,"IRGA","Exclusion","Mature",751,"47.8417_14.4417","None",2.91727272727273,726.583333333333,47.8417,111.8,"Evergreen Forest",0,7.42040150960287,6.54597031606148,2012,-2.15898892596619,-160.769549181238,-4.70304198951917
7437,2011.5,1,47.8417,14.4417,"47.8417 14.4417",9562,950,"Temperate","Natural","Evergreen Forest","Evergreen",7.8,1645,"IRGA","Exclusion","Mature",933,"47.8417_14.4417","None",2.91727272727273,726.583333333333,47.8417,111.8,"Evergreen Forest",0,7.42040150960287,6.54597031606148,2012,-2.15898892596619,-160.769549181238,-4.70304198951917
7482,2008,1,47.55,7.6,"47.55 7.6",9697,500,"Temperate","Natural","Evergreen Forest","Evergreen",14.7,800,"IRGA","","Mature",887,"47.55_7.6","None",3.776,NA,47.55,NA,"Evergreen Forest",0,8.90321502685549,5.54999999986166,2008,-1.30026165323893,NA,-3.22022847226655
7484,2009,1,47.55,7.6,"47.55 7.6",9697,500,"Temperate","Natural","Evergreen Forest","Evergreen",14.7,800,"IRGA","","Mature",906,"47.55_7.6","None",3.776,NA,47.55,NA,"Evergreen Forest",0,9.19289296468099,5.54999999986166,2009,-1.30026165323893,NA,-2.93055053444105
7486,2009,1,47.55,7.6,"47.55 7.6",9697,500,"Temperate","Natural","Evergreen Forest","Evergreen",14.7,800,"IRGA","","Mature",909,"47.55_7.6","None",3.776,NA,47.55,NA,"Evergreen Forest",0,9.19289296468099,5.54999999986166,2009,-1.30026165323893,NA,-2.93055053444105
7488,2010,1,47.55,7.6,"47.55 7.6",9697,500,"Temperate","Natural","Evergreen Forest","Evergreen",14.7,800,"IRGA","","Mature",784,"47.55_7.6","None",3.776,NA,47.55,NA,"Evergreen Forest",0,8.83354085286459,5.54999999986166,2010,-1.30026165323893,NA,-3.28990264625745
7490,2011,1,47.55,7.6,"47.55 7.6",9697,500,"Temperate","Natural","Evergreen Forest","Evergreen",14.7,800,"IRGA","","Mature",845,"47.55_7.6","None",3.776,NA,47.55,NA,"Evergreen Forest",0,9.94325408935549,5.54999999986166,2011,-1.30026165323893,NA,-2.18018940976655
7720,2011.5,1,30.883,102.966,"30.883 102.966",11020,2700,"","Managed","Deciduous Forest","Deciduous",8.4,861.8,"IRGA","Exclusion","Mature",836.34,"30.883_102.966","None",5.93727272727273,NA,30.883,91,"Deciduous Forest",0,3.74478302001955,4.21946027343615,2012,0.861011074033805,NA,-8.37866047910249
7721,2011.5,1,30.883,102.966,"30.883 102.966",11020,2700,"","Managed","Deciduous Forest","Deciduous",8.4,861.8,"IRGA","Exclusion","Mature",594.14,"30.883_102.966","None",5.93727272727273,NA,30.883,91,"Deciduous Forest",0,3.74478302001955,4.21946027343615,2012,0.861011074033805,NA,-8.37866047910249
7751,2014,2,30.4,24.4,"-30.4 24.4",11024,842.5,"Temperate","Managed","Grassland","Deciduous",16,694,"IRGA","","Aggrading",681.18,"-30.4_24.4","None",4.914,NA,-30.4,94,"Grassland",0,23.3631352742513,1.11544945093891e-10,2014,-0.162261653238925,NA,11.2396917751293
7830,2012,NA,35.25,-77.466,"35.25 -77.466",11070,NA,"Temperate","Managed","Evergreen Forest","Evergreen",17.3,1259,"IRGA","Exclusion","Aggrading",1003,"35.25_-77.466","None",NA,NA,35.25,91.4,"Evergreen Forest",0,NA,NA,NA,NA,NA,NA
8028,2009.5,1,40.67,-77.9,"40.67 -77.9",8350,NA,"Temperate","Unmanaged","","Deciduous",13.25,876,"IRGA","","Aggrading",379.7,"40.67_-77.9","None",3.14083333333333,NA,40.67,158.4,"",0,NA,NA,NA,-1.93542831990559,NA,NA
8032,2010.5,1,50.06,19.92,"50.06 19.92",8300,NA,"Temperate","Managed","Urban","Deciduous",8,600,"Gas Chromatography","","Aggrading",1268.95,"50.06_19.92","None",2.97636363636364,NA,50.06,52.2,"Urban",0,8.77722574869796,4.96407091017588,2010,-2.09989801687528,NA,-3.34621775042408
8033,2011.5,1,50.06,19.92,"50.06 19.92",8300,NA,"Temperate","Managed","Urban","Deciduous",8,600,"Gas Chromatography","","Aggrading",1106.91,"50.06_19.92","None",2.97636363636364,NA,50.06,52.2,"Urban",0,9.75161895751955,4.96407091017588,2012,-2.09989801687528,NA,-2.37182454160249
8034,2010.5,1,50.06,19.9,"50.06 19.9",8300,NA,"Temperate","Managed","Urban","Deciduous",8,600,"Gas Chromatography","","Aggrading",1461.69,"50.06_19.9","None",2.97636363636364,NA,50.06,151,"Urban",0,8.77722574869796,4.44000000014187,2010,-2.09989801687528,NA,-3.34621775042408
8035,2011.5,1,50.06,19.9,"50.06 19.9",8300,NA,"Temperate","Managed","Urban","Deciduous",8,600,"Gas Chromatography","","Aggrading",2142.78,"50.06_19.9","None",2.97636363636364,NA,50.06,151,"Urban",0,9.75161895751955,4.44000000014187,2012,-2.09989801687528,NA,-2.37182454160249
8141,2006.5,1,33.2805,-80.169,"33.2805 -80.169",8492,24,"Temperate","Managed","Evergreen Forest","Evergreen",14.6,1200,"IRGA","Exclusion","Aggrading",3364.2,"33.2805_-80.169","None",10.037,NA,33.2805,59.7,"Evergreen Forest",0,NA,NA,NA,4.96073834676108,NA,NA
8142,2006.5,1,33.2805,-80.169,"33.2805 -80.169",8492,24,"Temperate","Managed","Evergreen Forest","Evergreen",14.6,1200,"IRGA","Exclusion","Aggrading",2944.62,"33.2805_-80.169","None",10.037,NA,33.2805,59.7,"Evergreen Forest",0,NA,NA,NA,4.96073834676108,NA,NA
8143,2007.5,1,33.2805,-80.169,"33.2805 -80.169",8492,24,"Temperate","Managed","Evergreen Forest","Evergreen",14.6,1200,"IRGA","Exclusion","Aggrading",3477.6,"33.2805_-80.169","None",10.037,NA,33.2805,59.7,"Evergreen Forest",0,NA,NA,NA,4.96073834676108,NA,NA
8144,2007.5,1,33.2805,-80.169,"33.2805 -80.169",8492,24,"Temperate","Managed","Evergreen Forest","Evergreen",14.6,1200,"IRGA","Exclusion","Aggrading",3148.74,"33.2805_-80.169","None",10.037,NA,33.2805,59.7,"Evergreen Forest",0,NA,NA,NA,4.96073834676108,NA,NA
8235,2010.5,1,30.1,119.98,"30.1 119.98",8665,NA,"Temperate","Natural","Evergreen Forest","Evergreen",16.2,1464,"IRGA","Exclusion","",1392.64,"30.1_119.98","None",6.31363636363636,NA,30.1,47.9,"Evergreen Forest",0,16.562870279948,2.2199999997172,2010,1.23737471039744,NA,4.43942678082597
8442,2009,1,31.616,103.9,"31.616 103.9",11255,NA,"Temperate","Managed","Evergreen Forest","Evergreen",8.9,900,"IRGA","","Mature",697.15,"31.616_103.9","None",5.56764705882353,NA,31.616,116.3,"Evergreen Forest",0,7.47674713134768,1.77599999988702,2009,0.491385405584605,NA,-4.64669636777436
8446,2010,1,31.616,103.9,"31.616 103.9",11255,NA,"Temperate","Managed","Evergreen Forest","Evergreen",8.9,900,"IRGA","","Mature",646.05,"31.616_103.9","None",5.56764705882353,NA,31.616,116.3,"Evergreen Forest",0,7.20056559244796,1.77599999988702,2010,0.491385405584605,NA,-4.92287790667408
8450,2011,1,31.616,103.9,"31.616 103.9",11255,NA,"Temperate","Managed","Evergreen Forest","Evergreen",8.9,900,"IRGA","","Mature",521.95,"31.616_103.9","None",5.56764705882353,NA,31.616,116.3,"Evergreen Forest",0,7.07020721435549,1.77599999988702,2011,0.491385405584605,NA,-5.05323628476655
8527,2013,1,36.675,-109.416,"36.675 -109.416",11311,1310,"Boreal","Managed","Grassland","Evergreen",13,269,"IRGA","","Mature",551.15,"36.675_-109.416","None",11.765,NA,36.675,9.6,"Grassland",0,NA,NA,NA,6.68873834676108,NA,NA
8528,2013,1,36.675,-109.416,"36.675 -109.416",11311,1310,"Boreal","Managed","Grassland","Evergreen",13,269,"IRGA","","Mature",401.5,"36.675_-109.416","None",11.765,NA,36.675,9.6,"Grassland",0,NA,NA,NA,6.68873834676108,NA,NA
8587,2011.5,1,22.17,106.83,"22.17 106.83",11353,500,"Subtropical","Natural","Evergreen Forest","Evergreen",21,1400,"IRGA","","Mature",901.55,"22.17_106.83","None",11.09,NA,22.17,35.2,"Evergreen Forest",0,21.3657140096029,4.70933116291228,2012,6.01373834676108,NA,9.24227051048086
8605,2011,1,29.7,113.88,"29.7 113.88",11365,160,"Temperate","Unmanaged","Evergreen Forest","Evergreen",16.9,1429.5,"IRGA","Exclusion","Mature",3260,"29.7_113.88","None",11.09,NA,29.7,NA,"Evergreen Forest",0,17.3283452351888,2.21999999975664,2011,6.01373834676108,NA,5.20490173606676
8606,2011,1,29.7,113.88,"29.7 113.88",11365,158,"Temperate","Unmanaged","Evergreen Forest","Evergreen",16.9,1429.5,"IRGA","Exclusion","Mature",3860,"29.7_113.88","None",11.09,NA,29.7,NA,"Evergreen Forest",0,17.3283452351888,2.21999999975664,2011,6.01373834676108,NA,5.20490173606676
8673,2008.5,1,36.26,9.81,"36.26 9.81",11408,515.38,"Mediterranean","Unmanaged","Evergreen Forest","Evergreen",18.8,403,"IRGA","","Mature",496.4,"36.26_9.81","None",5.93833333333333,NA,36.26,37.4,"Evergreen Forest",0,18.8527592976888,4.5766472445531,2008,0.862071680094405,NA,6.72931579856676
